date,prcp(mm/day),petpt(mm/day),petfao56(mm/day),streamflow(ft3/s)
1991-08-15,0.0,4.06,4.33,265.0
1991-08-16,0.0,2.7,2.6,249.0
1991-08-17,0.11,4.08,4.97,237.0
1991-08-18,10.35,2.73,3.04,237.0
1991-08-19,46.71,2.52,2.75,225.0
1991-08-20,0.0,2.31,2.15,438.0
1991-08-21,11.37,2.04,2.09,540.0
1991-08-22,2.65,3.04,3.36,636.0
1991-08-23,0.0,2.21,2.07,669.0
1991-08-24,0.0,3.25,3.57,689.0
1991-08-25,2.54,2.91,3.7,706.0
1991-08-26,0.0,3.54,4.2,713.0
1991-08-27,12.93,1.97,2.06,725.0
1991-08-28,0.0,3.05,3.17,777.0
1991-08-29,0.0,3.62,4.21,765.0
1991-08-30,27.54,2.79,3.42,745.0
1991-08-31,17.76,1.35,1.35,987.0
1991-09-01,0.0,2.4,2.42,1070.0
1991-09-02,0.0,2.8,3.34,1040.0
1991-09-03,0.0,3.08,3.91,1010.0
1991-09-04,0.52,2.75,3.05,975.0
1991-09-05,0.0,2.86,3.45,931.0
1991-09-06,0.1,2.84,3.5,882.0
1991-09-07,0.0,2.87,3.52,843.0
1991-09-08,0.0,2.59,3.01,785.0
1991-09-09,0.0,2.34,2.82,732.0
1991-09-10,8.31,1.96,2.57,701.0
1991-09-11,0.0,1.66,1.66,656.0
1991-09-12,0.0,1.84,1.98,616.0
1991-09-13,0.0,2.16,2.53,578.0
1991-09-14,0.0,2.26,2.89,548.0
1991-09-15,4.99,1.78,2.51,524.0
1991-09-16,6.8,1.92,2.65,522.0
1991-09-17,0.0,2.29,2.72,512.0
1991-09-18,6.37,1.71,2.3,488.0
1991-09-19,13.81,1.17,1.27,511.0
1991-09-20,0.0,1.35,1.42,543.0
1991-09-21,0.0,1.58,1.88,518.0
1991-09-22,0.0,1.75,2.53,503.0
1991-09-23,1.59,1.66,2.31,491.0
1991-09-24,0.83,1.35,1.52,473.0
1991-09-25,27.45,0.79,0.84,515.0
1991-09-26,8.26,0.75,0.8,688.0
1991-09-27,0.0,1.31,1.46,731.0
1991-09-28,2.13,1.17,1.42,738.0
1991-09-29,8.7,0.95,1.14,751.0
1991-09-30,4.02,0.98,1.22,797.0
1991-10-01,4.34,1.03,1.42,840.0
1991-10-02,4.43,1.24,1.89,870.0
1991-10-03,4.24,1.4,2.28,910.0
1991-10-04,0.0,1.39,1.77,914.0
1991-10-05,3.48,1.25,1.99,932.0
1991-10-06,32.08,1.07,1.36,968.0
1991-10-07,3.49,0.89,0.99,1210.0
1991-10-08,0.0,1.03,1.42,1240.0
1991-10-09,2.47,1.03,2.07,1290.0
1991-10-10,4.19,1.08,1.87,1320.0
1991-10-11,7.08,0.88,1.1,1340.0
1991-10-12,14.57,0.65,0.74,1430.0
1991-10-13,2.04,0.69,0.73,1570.0
1991-10-14,0.0,0.76,0.87,1570.0
1991-10-15,6.29,0.76,1.44,1590.0
1991-10-16,12.06,0.79,1.32,1680.0
1991-10-17,1.44,0.81,1.71,1760.0
1991-10-18,2.71,0.8,1.41,1790.0
1991-10-19,5.92,0.68,0.88,1820.0
1991-10-20,0.0,0.6,0.77,1850.0
1991-10-21,1.1,0.56,0.94,1850.0
1991-10-22,4.49,0.57,1.09,1840.0
1991-10-23,0.0,0.59,0.97,1830.0
1991-10-24,0.0,0.63,1.96,1810.0
1991-10-25,1.45,0.73,1.7,1760.0
1991-10-26,9.54,0.76,1.33,1740.0
1991-10-27,19.67,0.38,0.5,1910.0
1991-10-28,0.0,0.38,0.41,2240.0
1991-10-29,0.0,0.44,0.83,2220.0
1991-10-30,0.0,0.41,1.29,2210.0
1991-10-31,3.27,0.5,0.93,2190.0
1991-11-01,2.22,0.44,0.58,2190.0
1991-11-02,0.0,0.55,0.77,2170.0
1991-11-03,0.0,0.51,0.66,2120.0
1991-11-04,0.0,0.39,0.65,2030.0
1991-11-05,0.0,0.3,0.72,1950.0
1991-11-06,0.0,0.24,0.87,1880.0
1991-11-07,1.98,0.31,0.82,1800.0
1991-11-08,0.0,0.31,0.51,1740.0
1991-11-09,0.0,0.17,0.69,1660.0
1991-11-10,0.0,0.14,0.88,1590.0
1991-11-11,17.85,0.26,0.6,1540.0
1991-11-12,0.67,0.27,0.31,1560.0
1991-11-13,0.1,0.28,0.32,1530.0
1991-11-14,0.0,0.23,0.52,1480.0
1991-11-15,11.55,0.31,0.54,1430.0
1991-11-16,0.64,0.3,0.46,1390.0
1991-11-17,0.0,0.28,0.39,1330.0
1991-11-18,0.0,0.16,0.55,1300.0
1991-11-19,0.0,-0.01,1.0,1260.0
1991-11-20,1.8,0.04,1.28,1250.0
1991-11-21,0.0,0.24,0.63,1380.0
1991-11-22,0.01,0.03,0.8,1430.0
1991-11-23,1.55,0.12,0.63,1450.0
1991-11-24,11.19,0.3,0.5,1510.0
1991-11-25,0.0,0.28,0.39,1690.0
1991-11-26,0.0,0.2,0.25,1710.0
1991-11-27,0.0,0.16,0.36,1720.0
1991-11-28,0.0,0.05,0.53,1730.0
1991-11-29,0.0,0.16,0.4,1700.0
1991-11-30,0.0,-0.13,1.17,1680.0
1991-12-01,0.0,0.01,0.63,1640.0
1991-12-02,0.0,0.11,0.38,1580.0
1991-12-03,14.86,0.08,0.37,1520.0
1991-12-04,1.43,0.04,0.37,1470.0
1991-12-05,0.0,0.11,0.16,1330.0
1991-12-06,0.5,0.03,0.18,1250.0
1991-12-07,5.3,0.04,0.26,1190.0
1991-12-08,2.91,-0.01,0.8,1130.0
1991-12-09,3.58,-0.02,1.04,1090.0
1991-12-10,0.0,-0.01,0.37,1060.0
1991-12-11,0.0,-0.12,0.74,1030.0
1991-12-12,3.23,0.07,0.7,1010.0
1991-12-13,2.56,0.03,0.8,1000.0
1991-12-14,7.34,0.18,0.46,1010.0
1991-12-15,0.64,0.12,0.28,1030.0
1991-12-16,0.0,0.07,0.18,1040.0
1991-12-17,0.0,0.0,0.23,1030.0
1991-12-18,0.1,-0.01,0.29,1010.0
1991-12-19,0.0,0.01,0.25,990.0
1991-12-20,2.57,0.0,0.42,950.0
1991-12-21,4.87,0.05,0.49,905.0
1991-12-22,0.0,-0.03,0.46,855.0
1991-12-23,0.37,-0.0,0.48,833.0
1991-12-24,0.0,0.07,0.24,794.0
1991-12-25,0.0,0.06,0.18,764.0
1991-12-26,0.65,-0.02,0.44,755.0
1991-12-27,0.0,-0.01,0.37,740.0
1991-12-28,0.0,0.02,0.42,720.0
1991-12-29,0.0,0.04,0.47,690.0
1991-12-30,0.0,0.09,0.27,670.0
1991-12-31,0.0,-0.06,0.59,640.0
1992-01-01,0.0,-0.02,0.5,620.0
1992-01-02,0.0,-0.05,0.62,600.0
1992-01-03,0.0,-0.05,0.63,580.0
1992-01-04,10.9,0.04,0.74,570.0
1992-01-05,32.45,0.1,0.69,680.0
1992-01-06,2.54,0.09,0.18,810.0
1992-01-07,0.0,0.12,0.19,950.0
1992-01-08,0.0,0.16,0.24,1010.0
1992-01-09,3.43,0.09,0.43,1070.0
1992-01-10,0.0,0.11,0.36,1090.0
1992-01-11,0.0,0.11,0.2,1100.0
1992-01-12,0.0,0.04,0.35,1080.0
1992-01-13,3.26,0.06,0.65,1060.0
1992-01-14,14.5,0.19,0.64,1030.0
1992-01-15,0.18,0.12,0.29,1010.0
1992-01-16,0.0,0.07,0.16,990.0
1992-01-17,0.0,0.05,0.21,1030.0
1992-01-18,0.0,0.06,0.22,1050.0
1992-01-19,0.0,0.09,0.14,1000.0
1992-01-20,0.0,0.06,0.25,950.0
1992-01-21,0.0,0.06,0.29,910.0
1992-01-22,0.0,0.07,0.26,850.0
1992-01-23,23.61,0.05,1.34,860.0
1992-01-24,2.39,0.02,1.03,880.0
1992-01-25,0.0,0.1,0.31,880.0
1992-01-26,0.0,0.09,0.23,880.0
1992-01-27,0.0,0.08,0.32,870.0
1992-01-28,0.0,0.07,0.62,860.0
1992-01-29,0.0,0.08,0.75,820.0
1992-01-30,9.39,0.19,0.28,800.0
1992-01-31,6.27,0.15,0.2,780.0
1992-02-01,2.79,0.17,0.2,770.0
1992-02-02,0.0,0.21,0.35,760.0
1992-02-03,0.0,0.22,0.4,740.0
1992-02-04,2.12,0.18,0.44,720.0
1992-02-05,2.03,0.21,0.36,700.0
1992-02-06,0.0,0.19,0.39,690.0
1992-02-07,0.0,0.18,0.6,680.0
1992-02-08,4.36,0.21,0.46,660.0
1992-02-09,0.33,0.24,0.48,640.0
1992-02-10,0.0,0.2,0.42,620.0
1992-02-11,2.6,0.25,0.74,610.0
1992-02-12,0.0,0.18,0.28,600.0
1992-02-13,0.0,0.27,0.77,590.0
1992-02-14,0.0,0.3,0.71,585.0
1992-02-15,12.41,0.27,0.72,580.0
1992-02-16,9.26,0.34,0.57,570.0
1992-02-17,0.46,0.42,1.02,560.0
1992-02-18,5.34,0.42,0.84,555.0
1992-02-19,10.57,0.48,0.75,550.0
1992-02-20,0.78,0.44,0.51,540.0
1992-02-21,0.0,0.36,0.57,530.0
1992-02-22,1.28,0.43,0.82,520.0
1992-02-23,0.0,0.45,0.75,510.0
1992-02-24,0.0,0.46,0.79,500.0
1992-02-25,3.34,0.36,0.83,490.0
1992-02-26,0.26,0.63,1.08,480.0
1992-02-27,2.59,0.58,0.89,470.0
1992-02-28,5.21,0.4,0.55,465.0
1992-02-29,0.0,0.34,0.34,460.0
1992-03-01,0.0,0.34,0.43,455.0
1992-03-02,0.0,0.56,0.82,450.0
1992-03-03,0.0,0.71,1.23,450.0
1992-03-04,0.0,0.77,1.23,450.0
1992-03-05,0.0,1.03,1.66,450.0
1992-03-06,0.63,0.8,1.15,440.0
1992-03-07,12.58,0.73,1.17,450.0
1992-03-08,3.62,0.69,0.74,480.0
1992-03-09,0.0,1.06,1.5,490.0
1992-03-10,1.55,1.13,1.64,490.0
1992-03-11,8.4,0.84,0.91,510.0
1992-03-12,2.52,0.62,0.62,530.0
1992-03-13,0.0,0.52,0.5,555.0
1992-03-14,0.0,0.49,0.47,590.0
1992-03-15,0.0,0.68,0.71,620.0
1992-03-16,0.0,0.83,0.92,700.0
1992-03-17,0.08,1.11,1.28,800.0
1992-03-18,0.0,0.85,0.86,890.0
1992-03-19,0.0,1.06,1.18,990.0
1992-03-20,0.0,1.21,1.38,1030.0
1992-03-21,0.36,1.0,1.07,1040.0
1992-03-22,0.0,1.02,1.09,1050.0
1992-03-23,0.0,1.29,1.42,1030.0
1992-03-24,0.0,1.24,1.33,991.0
1992-03-25,0.0,1.56,1.76,954.0
1992-03-26,3.81,1.48,2.02,918.0
1992-03-27,7.95,1.17,1.15,900.0
1992-03-28,13.48,0.91,0.83,935.0
1992-03-29,2.74,0.67,0.56,981.0
1992-03-30,0.0,1.26,1.11,1030.0
1992-03-31,0.0,1.9,1.92,1080.0
1992-04-01,0.67,2.01,1.98,1180.0
1992-04-02,6.5,1.0,0.87,1280.0
1992-04-03,8.22,0.68,0.57,1410.0
1992-04-04,2.92,1.13,0.97,1560.0
1992-04-05,1.54,1.4,1.16,1710.0
1992-04-06,0.0,1.55,1.26,1920.0
1992-04-07,4.65,1.83,1.8,2050.0
1992-04-08,0.72,1.59,1.29,2210.0
1992-04-09,0.0,3.02,2.81,2360.0
1992-04-10,0.0,2.18,1.86,2520.0
1992-04-11,3.73,1.34,1.15,2580.0
1992-04-12,2.15,1.91,1.68,2630.0
1992-04-13,0.0,1.62,1.3,2610.0
1992-04-14,0.0,1.99,1.65,2560.0
1992-04-15,0.0,2.43,2.05,2490.0
1992-04-16,0.0,3.21,2.92,2430.0
1992-04-17,0.0,3.04,2.66,2410.0
1992-04-18,0.0,3.79,3.54,2440.0
1992-04-19,0.0,4.15,4.06,2580.0
1992-04-20,0.0,4.42,4.32,2900.0
1992-04-21,5.62,3.4,3.74,3490.0
1992-04-22,21.78,1.9,1.62,4670.0
1992-04-23,9.35,0.86,0.65,6430.0
1992-04-24,1.95,1.69,1.28,7170.0
1992-04-25,0.0,2.3,1.75,7330.0
1992-04-26,0.0,3.69,3.1,7220.0
1992-04-27,0.0,4.12,3.67,7050.0
1992-04-28,0.0,4.31,3.9,6890.0
1992-04-29,0.0,4.77,4.6,6750.0
1992-04-30,4.77,3.31,3.38,6690.0
1992-05-01,0.0,3.21,2.63,6700.0
1992-05-02,15.51,2.54,2.25,6650.0
1992-05-03,8.34,1.77,1.45,6720.0
1992-05-04,0.0,2.44,1.91,6810.0
1992-05-05,0.0,3.33,2.77,6600.0
1992-05-06,0.0,3.25,2.69,6310.0
1992-05-07,0.0,4.87,4.74,5990.0
1992-05-08,0.0,5.69,5.96,5710.0
1992-05-09,2.76,4.52,4.89,5460.0
1992-05-10,0.0,4.63,4.33,5210.0
1992-05-11,0.0,5.51,5.71,4960.0
1992-05-12,0.0,5.97,6.37,4710.0
1992-05-13,11.35,4.35,4.81,4460.0
1992-05-14,3.91,2.42,2.05,4280.0
1992-05-15,0.0,4.69,4.44,4120.0
1992-05-16,0.12,5.43,5.51,3910.0
1992-05-17,1.0,5.05,5.26,3710.0
1992-05-18,0.0,3.18,2.71,3470.0
1992-05-19,0.0,5.51,5.87,3270.0
1992-05-20,0.0,6.01,6.55,3080.0
1992-05-21,0.0,6.46,7.29,2880.0
1992-05-22,0.0,6.33,7.14,2710.0
1992-05-23,2.32,5.2,6.08,2540.0
1992-05-24,0.0,3.05,2.62,2350.0
1992-05-25,0.0,3.9,3.63,2210.0
1992-05-26,0.0,4.08,3.89,2070.0
1992-05-27,0.39,4.05,3.83,1940.0
1992-05-28,1.49,4.07,3.83,1820.0
1992-05-29,0.0,5.18,5.44,1700.0
1992-05-30,0.0,5.72,6.31,1590.0
1992-05-31,0.0,4.62,4.55,1490.0
1992-06-01,6.38,2.79,2.67,1400.0
1992-06-02,0.59,3.91,3.6,1360.0
1992-06-03,0.42,4.58,4.54,1280.0
1992-06-04,0.0,3.29,2.92,1190.0
1992-06-05,0.0,4.32,4.22,1130.0
1992-06-06,17.3,2.89,2.8,1120.0
1992-06-07,2.48,3.89,3.84,1290.0
1992-06-08,1.5,4.07,3.96,1200.0
1992-06-09,2.04,2.97,2.76,1150.0
1992-06-10,0.0,3.65,3.29,1110.0
1992-06-11,0.0,4.81,4.96,1070.0
1992-06-12,2.72,4.11,4.45,1030.0
1992-06-13,7.18,3.93,4.33,1000.0
1992-06-14,0.0,3.79,3.49,953.0
1992-06-15,0.0,3.99,3.72,882.0
1992-06-16,0.0,4.62,4.87,828.0
1992-06-17,0.0,5.31,6.24,785.0
1992-06-18,0.0,5.28,5.76,760.0
1992-06-19,1.1,5.11,5.53,714.0
1992-06-20,8.43,3.42,3.54,685.0
1992-06-21,7.51,2.0,1.92,699.0
1992-06-22,47.11,1.26,1.15,740.0
1992-06-23,10.66,1.1,0.97,1110.0
1992-06-24,3.26,3.27,3.23,1270.0
1992-06-25,13.21,1.59,1.41,1470.0
1992-06-26,0.0,3.3,2.86,1680.0
1992-06-27,0.2,4.93,4.84,1780.0
1992-06-28,0.64,4.74,4.6,1820.0
1992-06-29,8.25,3.98,4.27,1830.0
1992-06-30,7.77,3.3,3.2,1890.0
1992-07-01,2.24,3.55,3.29,1870.0
1992-07-02,0.0,3.61,3.15,1770.0
1992-07-03,0.0,4.44,4.15,1680.0
1992-07-04,8.03,1.86,1.62,1630.0
1992-07-05,5.26,2.31,2.05,1640.0
1992-07-06,10.65,2.59,2.36,1700.0
1992-07-07,1.28,3.48,3.06,1800.0
1992-07-08,2.37,4.44,4.66,1740.0
1992-07-09,21.81,2.11,1.86,1880.0
1992-07-10,2.76,3.14,2.86,2110.0
1992-07-11,3.42,3.76,3.7,2120.0
1992-07-12,10.99,3.74,3.88,2140.0
1992-07-13,7.77,3.23,3.06,2220.0
1992-07-14,1.78,3.89,3.52,2300.0
1992-07-15,0.0,4.66,4.33,2280.0
1992-07-16,0.0,4.72,4.79,2210.0
1992-07-17,14.02,3.81,3.93,2140.0
1992-07-18,9.76,3.73,3.79,2190.0
1992-07-19,0.0,4.75,4.44,2240.0
1992-07-20,8.03,4.06,4.6,2120.0
1992-07-21,0.56,3.7,3.29,2110.0
1992-07-22,0.0,4.46,4.36,2060.0
1992-07-23,0.0,4.71,4.72,1990.0
1992-07-24,0.0,4.98,5.32,1870.0
1992-07-25,0.0,4.85,4.96,1750.0
1992-07-26,21.17,2.76,2.69,1670.0
1992-07-27,21.35,2.13,1.99,1850.0
1992-07-28,1.88,3.25,3.04,1940.0
1992-07-29,0.75,4.27,4.18,1850.0
1992-07-30,0.0,3.73,3.44,1760.0
1992-07-31,23.4,3.35,3.63,1670.0
1992-08-01,12.16,1.99,1.8,1920.0
1992-08-02,7.16,3.22,3.36,2080.0
1992-08-03,2.78,3.51,3.5,2170.0
1992-08-04,15.99,2.32,2.22,2190.0
1992-08-05,2.84,2.46,2.34,2520.0
1992-08-06,0.0,3.87,3.74,2450.0
1992-08-07,0.0,4.43,4.71,2400.0
1992-08-08,0.0,4.39,4.7,2310.0
1992-08-09,0.0,3.43,3.28,2210.0
1992-08-10,0.0,3.59,3.48,2110.0
1992-08-11,1.18,3.37,3.31,1990.0
1992-08-12,0.0,3.34,3.25,1860.0
1992-08-13,0.0,3.72,3.97,1740.0
1992-08-14,0.0,3.47,3.45,1630.0
1992-08-15,1.1,3.37,3.45,1530.0
1992-08-16,0.0,3.53,3.57,1450.0
1992-08-17,0.0,3.58,3.63,1370.0
1992-08-18,4.55,2.34,2.39,1290.0
1992-08-19,6.12,2.54,2.65,1240.0
1992-08-20,0.0,2.59,2.41,1170.0
1992-08-21,0.0,3.31,3.28,1090.0
1992-08-22,0.0,3.54,3.63,1020.0
1992-08-23,0.0,3.73,4.3,971.0
1992-08-24,0.0,3.95,4.52,920.0
1992-08-25,0.0,3.79,4.07,866.0
1992-08-26,2.14,3.52,3.91,816.0
1992-08-27,13.73,2.3,2.47,784.0
1992-08-28,8.25,1.2,1.16,776.0
1992-08-29,7.79,1.9,1.92,791.0
1992-08-30,4.39,2.22,2.32,776.0
1992-08-31,5.96,2.01,2.09,774.0
1992-09-01,0.0,2.29,2.18,745.0
1992-09-02,0.0,2.45,2.42,705.0
1992-09-03,2.45,1.99,2.05,681.0
1992-09-04,1.22,1.88,1.77,658.0
1992-09-05,0.0,2.83,3.14,628.0
1992-09-06,0.0,3.01,3.63,608.0
1992-09-07,0.37,2.63,2.81,588.0
1992-09-08,0.41,2.48,2.54,568.0
1992-09-09,1.08,2.36,2.48,549.0
1992-09-10,13.24,2.34,3.54,531.0
1992-09-11,0.0,2.47,2.73,588.0
1992-09-12,0.0,2.14,2.37,548.0
1992-09-13,0.0,2.39,3.19,521.0
1992-09-14,0.0,2.59,3.49,499.0
1992-09-15,0.07,2.52,3.24,473.0
1992-09-16,5.05,2.0,2.54,446.0
1992-09-17,4.12,2.03,2.71,439.0
1992-09-18,9.47,1.68,1.93,461.0
1992-09-19,1.34,1.47,1.52,482.0
1992-09-20,0.0,1.89,2.52,434.0
1992-09-21,4.35,1.64,2.49,406.0
1992-09-22,14.6,1.57,2.1,419.0
1992-09-23,0.0,1.39,1.46,510.0
1992-09-24,0.0,1.55,2.11,487.0
1992-09-25,0.0,1.73,3.21,457.0
1992-09-26,0.0,1.76,3.02,437.0
1992-09-27,1.71,1.56,2.18,423.0
1992-09-28,0.0,1.43,1.66,420.0
1992-09-29,0.26,1.32,1.64,399.0
1992-09-30,0.0,0.8,0.77,363.0
1992-10-01,0.74,0.83,0.85,372.0
1992-10-02,4.74,1.01,1.47,363.0
1992-10-03,1.49,1.21,1.75,358.0
1992-10-04,0.0,1.03,1.42,346.0
1992-10-05,0.0,1.01,1.42,332.0
1992-10-06,0.0,1.03,1.5,320.0
1992-10-07,0.0,1.11,2.08,312.0
1992-10-08,0.0,1.12,2.22,306.0
1992-10-09,15.86,1.02,2.16,301.0
1992-10-10,5.38,1.0,1.59,375.0
1992-10-11,3.97,0.98,1.57,382.0
1992-10-12,2.63,0.91,1.24,363.0
1992-10-13,1.07,0.84,1.05,358.0
1992-10-14,0.64,0.78,1.16,346.0
1992-10-15,0.0,0.78,1.47,336.0
1992-10-16,3.07,0.69,1.4,330.0
1992-10-17,0.0,0.69,1.02,333.0
1992-10-18,0.0,0.64,1.09,323.0
1992-10-19,0.01,0.59,0.78,312.0
1992-10-20,0.03,0.63,1.04,304.0
1992-10-21,8.49,0.57,0.8,308.0
1992-10-22,1.81,0.56,0.7,336.0
1992-10-23,6.36,0.62,0.91,342.0
1992-10-24,5.51,0.63,0.87,364.0
1992-10-25,27.1,0.35,0.45,389.0
1992-10-26,18.68,0.48,0.61,607.0
1992-10-27,2.38,0.34,0.39,845.0
1992-10-28,0.0,0.49,0.63,890.0
1992-10-29,0.0,0.47,0.69,944.0
1992-10-30,0.0,0.39,0.69,987.0
1992-10-31,0.0,0.33,0.73,1010.0
1992-11-01,0.0,0.33,0.61,1020.0
1992-11-02,0.0,0.35,0.61,1020.0
1992-11-03,4.22,0.34,0.61,1030.0
1992-11-04,3.41,0.36,0.98,1040.0
1992-11-05,2.95,0.46,0.72,1070.0
1992-11-06,0.48,0.39,0.45,1070.0
1992-11-07,0.0,0.3,0.37,1060.0
1992-11-08,0.0,0.19,0.57,1030.0
1992-11-09,0.0,0.19,0.55,1010.0
1992-11-10,2.8,0.17,0.72,977.0
1992-11-11,5.02,0.21,0.79,978.0
1992-11-12,13.57,0.23,1.06,961.0
1992-11-13,5.24,0.24,1.02,1090.0
1992-11-14,0.0,0.29,0.53,1120.0
1992-11-15,0.0,0.16,0.54,1110.0
1992-11-16,1.27,0.19,0.39,1100.0
1992-11-17,0.0,0.1,0.45,1100.0
1992-11-18,0.0,0.11,0.37,1070.0
1992-11-19,0.0,0.05,0.44,1040.0
1992-11-20,0.0,0.01,0.63,1010.0
1992-11-21,3.82,0.07,1.04,997.0
1992-11-22,0.0,0.02,0.87,999.0
1992-11-23,0.13,0.24,0.3,976.0
1992-11-24,0.0,0.22,0.28,960.0
1992-11-25,1.5,0.22,0.29,948.0
1992-11-26,6.6,0.28,0.55,937.0
1992-11-27,1.94,0.24,0.53,967.0
1992-11-28,0.0,0.09,0.6,964.0
1992-11-29,0.0,0.15,0.54,951.0
1992-11-30,0.05,0.21,0.43,937.0
1992-12-01,0.0,0.24,0.34,927.0
1992-12-02,0.38,0.23,0.41,918.0
1992-12-03,3.36,0.07,0.14,906.0
1992-12-04,0.0,0.14,0.2,895.0
1992-12-05,0.15,0.12,0.3,862.0
1992-12-06,0.0,0.06,0.32,818.0
1992-12-07,0.76,0.07,0.33,796.0
1992-12-08,0.0,0.08,0.24,757.0
1992-12-09,0.0,0.03,0.29,743.0
1992-12-10,0.0,-0.03,0.43,708.0
1992-12-11,0.0,-0.02,0.39,675.0
1992-12-12,0.0,0.03,0.38,669.0
1992-12-13,0.0,0.01,0.41,652.0
1992-12-14,0.0,-0.0,0.41,641.0
1992-12-15,0.0,-0.05,0.55,631.0
1992-12-16,0.33,-0.03,0.61,625.0
1992-12-17,6.19,0.25,0.49,617.0
1992-12-18,0.11,0.19,0.31,620.0
1992-12-19,2.87,0.01,0.66,614.0
1992-12-20,6.95,0.03,0.66,608.0
1992-12-21,0.71,0.05,0.26,579.0
1992-12-22,0.0,-0.08,0.5,565.0
1992-12-23,0.85,-0.02,0.45,552.0
1992-12-24,3.88,0.09,0.34,538.0
1992-12-25,4.7,0.02,0.47,500.0
1992-12-26,0.0,-0.03,0.39,492.0
1992-12-27,0.03,0.02,0.21,476.0
1992-12-28,0.0,-0.06,0.57,468.0
1992-12-29,5.94,0.05,0.5,461.0
1992-12-30,2.08,0.14,0.24,453.0
1992-12-31,1.04,0.13,0.25,439.0
1993-01-01,0.0,0.13,0.27,428.0
1993-01-02,0.0,0.06,0.21,423.0
1993-01-03,2.39,-0.01,0.69,420.0
1993-01-04,9.59,-0.01,1.1,415.0
1993-01-05,8.91,0.24,0.56,410.0
1993-01-06,0.0,0.02,0.42,405.0
1993-01-07,0.64,-0.01,0.59,402.0
1993-01-08,0.0,0.1,0.39,400.0
1993-01-09,0.0,0.04,0.24,430.0
1993-01-10,0.0,0.02,0.25,455.0
1993-01-11,0.0,0.01,0.42,460.0
1993-01-12,0.0,0.0,0.48,445.0
1993-01-13,0.0,0.05,0.28,430.0
1993-01-14,0.0,0.07,0.28,423.0
1993-01-15,0.0,0.03,0.36,410.0
1993-01-16,0.0,-0.0,0.65,403.0
1993-01-17,0.02,0.05,0.55,393.0
1993-01-18,0.0,0.16,0.24,382.0
1993-01-19,0.75,0.08,0.24,378.0
1993-01-20,0.0,0.05,0.46,379.0
1993-01-21,0.0,0.04,0.57,380.0
1993-01-22,6.73,0.09,0.9,373.0
1993-01-23,3.58,0.17,0.75,365.0
1993-01-24,7.66,0.33,0.54,360.0
1993-01-25,0.91,0.23,0.52,360.0
1993-01-26,0.0,0.11,0.39,357.0
1993-01-27,0.33,0.11,0.6,345.0
1993-01-28,1.22,0.2,0.33,341.0
1993-01-29,1.43,0.14,0.41,335.0
1993-01-30,0.0,0.1,0.18,330.0
1993-01-31,3.71,0.08,0.23,320.0
1993-02-01,2.06,0.12,0.27,311.0
1993-02-02,0.0,0.12,0.4,307.0
1993-02-03,0.0,0.13,0.71,302.0
1993-02-04,0.0,0.21,0.31,295.0
1993-02-05,0.05,0.19,0.45,289.0
1993-02-06,0.0,0.11,0.19,282.0
1993-02-07,1.64,0.12,0.36,275.0
1993-02-08,0.0,0.17,0.46,270.0
1993-02-09,0.0,0.18,0.42,263.0
1993-02-10,0.45,0.23,0.8,255.0
1993-02-11,0.0,0.22,0.36,256.0
1993-02-12,7.92,0.2,0.61,259.0
1993-02-13,14.91,0.27,0.73,261.0
1993-02-14,0.0,0.37,0.46,264.0
1993-02-15,0.0,0.29,0.65,268.0
1993-02-16,16.81,0.26,0.68,267.0
1993-02-17,5.44,0.32,0.61,266.0
1993-02-18,0.0,0.26,0.39,265.0
1993-02-19,0.0,0.25,0.53,263.0
1993-02-20,0.0,0.24,0.46,262.0
1993-02-21,3.39,0.19,0.42,261.0
1993-02-22,7.78,0.23,0.44,260.0
1993-02-23,2.39,0.35,0.47,259.0
1993-02-24,0.21,0.4,0.6,258.0
1993-02-25,0.0,0.36,0.54,256.0
1993-02-26,0.0,0.43,0.79,253.0
1993-02-27,0.0,0.45,0.79,252.0
1993-02-28,0.0,0.52,1.0,250.0
1993-03-01,0.0,0.58,1.04,249.0
1993-03-02,0.0,0.7,1.34,248.0
1993-03-03,0.0,0.7,1.24,247.0
1993-03-04,0.0,0.66,1.05,246.0
1993-03-05,5.2,0.5,0.72,245.0
1993-03-06,5.51,0.35,0.37,245.0
1993-03-07,0.0,0.6,0.67,244.0
1993-03-08,0.0,0.86,1.35,243.0
1993-03-09,0.0,0.85,1.28,241.0
1993-03-10,2.77,0.68,0.91,241.0
1993-03-11,0.16,0.76,0.83,240.0
1993-03-12,0.0,0.6,0.66,238.0
1993-03-13,22.57,0.57,0.93,236.0
1993-03-14,6.27,0.59,0.73,252.0
1993-03-15,0.0,0.59,0.63,272.0
1993-03-16,0.0,1.16,1.64,267.0
1993-03-17,3.54,1.0,1.59,255.0
1993-03-18,0.0,0.58,0.59,246.0
1993-03-19,0.0,1.08,1.54,240.0
1993-03-20,0.0,1.34,1.94,234.0
1993-03-21,4.78,0.93,1.12,231.0
1993-03-22,0.0,0.82,0.72,228.0
1993-03-23,0.0,1.32,1.55,226.0
1993-03-24,0.0,1.82,2.43,225.0
1993-03-25,0.0,2.06,2.66,226.0
1993-03-26,0.0,2.39,3.12,227.0
1993-03-27,0.0,2.52,3.34,240.0
1993-03-28,0.0,2.58,3.39,257.0
1993-03-29,0.0,2.16,2.59,285.0
1993-03-30,0.0,2.01,2.24,340.0
